annual_meeting_id,contact_id,program_id,attended,rating,feedback_comment
AM-2025,P00017,PGM2025-18,True,4,More examples needed.
AM-2025,P00017,PGM2025-12,True,4,
AM-2025,P00017,PGM2025-01,True,3,Would value a deeper dive next time.
AM-2025,P00017,PGM2025-04,True,5,Very practical.
AM-2025,P00017,PGM2025-03,True,3,Loved the case study.
AM-2025,P00017,PGM2025-19,True,5,Very practical.
AM-2025,P00017,PGM2025-20,True,3,Too salesy.
AM-2025,P00244,PGM2025-17,True,3,Great insights on AI.
AM-2025,P00244,PGM2025-03,True,4,Good moderation.
AM-2025,P00244,PGM2025-02,True,3,Made me re-think our approach.
AM-2025,P00244,PGM2025-21,True,3,
AM-2025,P00244,PGM2025-08,True,5,Excellent peer discussion.
AM-2025,P00244,PGM2025-11,True,1,Very practical.
AM-2025,P00244,PGM2025-18,True,4,Great insights on AI.
AM-2025,P00244,PGM2025-19,True,4,Excellent peer discussion.
AM-2025,P00244,PGM2025-14,True,5,Useful benchmarks for my team.
AM-2025,P00244,PGM2025-06,True,5,Loved the case study.
AM-2025,P00235,PGM2025-04,True,3,Strong speakers.
AM-2025,P00235,PGM2025-15,True,4,
AM-2025,P00235,PGM2025-22,True,3,Too salesy.
AM-2025,P00235,PGM2025-05,True,4,Too salesy.
AM-2025,P00342,PGM2025-18,True,5,More examples needed.
AM-2025,P00342,PGM2025-19,True,2,Too salesy.
AM-2025,P00342,PGM2025-02,True,5,Useful benchmarks for my team.
AM-2025,P00342,PGM2025-22,True,3,Great insights on policy.
AM-2025,P00342,PGM2025-13,True,5,Good moderation.
AM-2025,P00342,PGM2025-17,True,5,Loved the case study.
AM-2025,P00342,PGM2025-09,True,4,Loved the practical templates.
AM-2025,P00342,PGM2025-05,True,1,Strong speakers.
AM-2025,P00342,PGM2025-15,True,4,Good moderation.
AM-2025,P00342,PGM2025-11,True,4,Too salesy.
AM-2025,P00108,PGM2025-12,True,4,Good moderation.
AM-2025,P00108,PGM2025-03,True,5,Great insights on AI.
AM-2025,P00108,PGM2025-04,True,3,Strong speakers.
AM-2025,P00108,PGM2025-16,True,5,Strong speakers.
AM-2025,P00108,PGM2025-09,True,5,Strong speakers.
AM-2025,P00108,PGM2025-13,True,5,Would value a deeper dive next time.
AM-2025,P00108,PGM2025-11,True,4,Would value a deeper dive next time.
AM-2025,P00108,PGM2025-08,True,4,Loved the case study.
AM-2025,P00108,PGM2025-21,True,2,Useful benchmarks for my team.
AM-2025,P00108,PGM2025-18,True,3,Very practical.
AM-2025,P00287,PGM2025-12,True,5,Strong speakers.
AM-2025,P00287,PGM2025-01,True,3,Great insights on AI.
AM-2025,P00287,PGM2025-18,True,5,Loved the practical templates.
AM-2025,P00287,PGM2025-11,True,4,Very practical.
AM-2025,P00287,PGM2025-10,True,4,Very practical.
AM-2024,P00206,PGM2024-01,True,4,Speaker was excellent.
AM-2024,P00206,PGM2024-20,True,5,Would value a deeper dive next time.
AM-2024,P00206,PGM2024-09,True,1,Speaker was excellent.
AM-2024,P00206,PGM2024-16,True,3,Made me re-think our approach.
AM-2024,P00206,PGM2024-05,True,1,Good moderation.
AM-2024,P00206,PGM2024-04,True,3,Loved the practical templates.
AM-2024,P00206,PGM2024-11,True,2,Good moderation.
AM-2024,P00206,PGM2024-15,True,4,Great insights on AI.
AM-2024,P00117,PGM2024-08,True,3,Too salesy.
AM-2024,P00117,PGM2024-21,True,4,Very practical.
AM-2024,P00117,PGM2024-20,True,5,Speaker was excellent.
AM-2024,P00117,PGM2024-10,True,5,Great insights on policy.
AM-2024,P00117,PGM2024-04,True,4,Good moderation.
AM-2024,P00117,PGM2024-13,True,5,
AM-2024,P00117,PGM2024-03,True,4,More examples needed.
AM-2024,P00117,PGM2024-22,True,4,Excellent peer discussion.
AM-2024,P00117,PGM2024-01,True,3,Strong speakers.
AM-2024,P00117,PGM2024-02,True,2,Great insights on AI.
AM-2024,P00399,PGM2024-13,True,5,Excellent peer discussion.
AM-2024,P00399,PGM2024-16,True,4,Useful benchmarks for my team.
AM-2024,P00399,PGM2024-07,True,1,Too salesy.
AM-2024,P00399,PGM2024-21,True,5,Good moderation.
AM-2024,P00399,PGM2024-20,True,4,Loved the case study.
AM-2024,P00105,PGM2024-19,True,4,Strong speakers.
AM-2024,P00105,PGM2024-20,True,3,Very practical.
AM-2024,P00105,PGM2024-16,True,4,Loved the case study.
AM-2024,P00105,PGM2024-18,True,4,Very practical.
AM-2024,P00105,PGM2024-09,True,4,Great insights on AI.
AM-2025,P00255,PGM2025-13,True,5,Very practical.
AM-2025,P00255,PGM2025-17,True,3,Loved the case study.
AM-2025,P00255,PGM2025-22,True,5,Loved the case study.
AM-2025,P00255,PGM2025-05,True,5,Good moderation.
AM-2025,P00346,PGM2025-19,True,5,More examples needed.
AM-2025,P00346,PGM2025-02,True,2,Great insights on policy.
AM-2025,P00346,PGM2025-15,True,4,Strong speakers.
AM-2025,P00346,PGM2025-17,True,3,More examples needed.
AM-2025,P00346,PGM2025-20,True,4,Too salesy.
AM-2025,P00346,PGM2025-01,True,5,Strong speakers.
AM-2025,P00346,PGM2025-22,True,5,Too salesy.
AM-2025,P00346,PGM2025-13,True,4,Very practical.
AM-2025,P00346,PGM2025-16,True,5,Great insights on AI.
AM-2025,P00344,PGM2025-15,True,2,Too salesy.
AM-2025,P00344,PGM2025-08,True,2,Would value a deeper dive next time.
AM-2025,P00344,PGM2025-10,True,2,Strong speakers.
AM-2025,P00344,PGM2025-12,True,3,More examples needed.
AM-2025,P00344,PGM2025-18,True,3,Loved the case study.
AM-2025,P00344,PGM2025-17,True,4,Useful benchmarks for my team.
AM-2025,P00170,PGM2025-11,True,4,More examples needed.
AM-2025,P00170,PGM2025-05,True,5,More examples needed.
AM-2025,P00170,PGM2025-16,True,4,Loved the case study.
AM-2025,P00170,PGM2025-14,True,4,Too salesy.
AM-2025,P00170,PGM2025-15,True,4,Useful benchmarks for my team.
AM-2025,P00170,PGM2025-12,True,4,Too salesy.
AM-2025,P00170,PGM2025-17,True,1,Excellent peer discussion.
AM-2025,P00170,PGM2025-08,True,4,Loved the practical templates.
AM-2025,P00170,PGM2025-13,True,5,Would value a deeper dive next time.
AM-2025,P00170,PGM2025-20,True,4,Very practical.
AM-2025,P00306,PGM2025-11,True,5,Very practical.
AM-2025,P00306,PGM2025-06,True,5,Very practical.
AM-2025,P00306,PGM2025-16,True,5,Too salesy.
AM-2025,P00306,PGM2025-20,True,3,Useful benchmarks for my team.
AM-2025,P00306,PGM2025-05,True,5,Too salesy.
AM-2025,P00306,PGM2025-14,True,4,Strong speakers.
AM-2025,P00179,PGM2025-07,True,4,More examples needed.
AM-2025,P00179,PGM2025-10,True,4,Would value a deeper dive next time.
AM-2025,P00179,PGM2025-09,True,4,
AM-2025,P00179,PGM2025-08,True,3,Loved the practical templates.
AM-2025,P00336,PGM2025-08,True,5,Very practical.
AM-2025,P00336,PGM2025-02,True,4,Made me re-think our approach.
AM-2025,P00336,PGM2025-03,True,4,Would value a deeper dive next time.
AM-2025,P00336,PGM2025-10,True,5,Very practical.
AM-2025,P00336,PGM2025-14,True,5,Very practical.
AM-2025,P00336,PGM2025-05,True,5,Speaker was excellent.
AM-2025,P00336,PGM2025-20,True,3,Useful benchmarks for my team.
AM-2025,P00336,PGM2025-13,True,2,Loved the case study.
AM-2025,P00028,PGM2025-03,True,4,Speaker was excellent.
AM-2025,P00028,PGM2025-07,True,4,Loved the practical templates.
AM-2025,P00028,PGM2025-21,True,5,Great insights on policy.
AM-2025,P00028,PGM2025-06,True,4,More examples needed.
AM-2025,P00028,PGM2025-02,True,2,Good moderation.
AM-2025,P00028,PGM2025-22,True,2,Strong speakers.
AM-2025,P00028,PGM2025-10,True,4,Speaker was excellent.
AM-2025,P00028,PGM2025-17,True,4,Useful benchmarks for my team.
AM-2025,P00028,PGM2025-18,True,5,Loved the case study.
AM-2025,P00177,PGM2025-11,True,3,Loved the case study.
AM-2025,P00177,PGM2025-02,True,4,Very practical.
AM-2025,P00177,PGM2025-21,True,4,More examples needed.
AM-2025,P00177,PGM2025-04,True,5,Strong speakers.
AM-2025,P00177,PGM2025-18,True,4,Very practical.
AM-2025,P00177,PGM2025-05,True,5,Useful benchmarks for my team.
AM-2025,P00213,PGM2025-05,True,5,Excellent peer discussion.
AM-2025,P00213,PGM2025-02,True,5,Loved the case study.
AM-2025,P00213,PGM2025-19,True,5,Loved the practical templates.
AM-2025,P00213,PGM2025-15,True,4,Very practical.
AM-2025,P00213,PGM2025-09,True,4,Strong speakers.
AM-2025,P00340,PGM2025-16,True,4,Excellent peer discussion.
AM-2025,P00340,PGM2025-21,True,5,Useful benchmarks for my team.
AM-2025,P00340,PGM2025-12,True,3,Good moderation.
AM-2025,P00340,PGM2025-15,True,4,Too salesy.
AM-2024,P00303,PGM2024-05,True,4,Loved the case study.
AM-2024,P00303,PGM2024-21,True,5,Great insights on AI.
AM-2024,P00303,PGM2024-14,True,4,More examples needed.
AM-2024,P00303,PGM2024-17,True,2,Very practical.
AM-2024,P00303,PGM2024-15,True,5,Too salesy.
AM-2024,P00303,PGM2024-16,True,5,More examples needed.
AM-2024,P00303,PGM2024-02,True,4,
AM-2024,P00303,PGM2024-04,True,5,Very practical.
AM-2024,P00069,PGM2024-10,True,5,Useful benchmarks for my team.
AM-2024,P00069,PGM2024-07,True,3,More examples needed.
AM-2024,P00069,PGM2024-15,True,4,Great insights on AI.
AM-2024,P00069,PGM2024-08,True,3,Made me re-think our approach.
AM-2024,P00069,PGM2024-17,True,4,Good moderation.
AM-2024,P00069,PGM2024-05,True,4,Great insights on AI.
AM-2024,P00069,PGM2024-03,True,1,Made me re-think our approach.
AM-2024,P00069,PGM2024-09,True,3,Too salesy.
AM-2024,P00069,PGM2024-04,True,5,Excellent peer discussion.
AM-2024,P00069,PGM2024-12,True,4,Excellent peer discussion.
AM-2024,P00152,PGM2024-06,True,4,Good moderation.
AM-2024,P00152,PGM2024-13,True,5,Good moderation.
AM-2024,P00152,PGM2024-10,True,4,Loved the practical templates.
AM-2024,P00152,PGM2024-05,True,5,Very practical.
AM-2024,P00152,PGM2024-18,True,5,Great insights on policy.
AM-2024,P00152,PGM2024-19,True,4,Strong speakers.
AM-2024,P00152,PGM2024-17,True,4,Good moderation.
AM-2024,P00152,PGM2024-20,True,5,Strong speakers.
AM-2025,P00335,PGM2025-10,True,5,Too salesy.
AM-2025,P00335,PGM2025-21,True,2,Loved the case study.
AM-2025,P00335,PGM2025-13,True,3,
AM-2025,P00335,PGM2025-03,True,5,Strong speakers.
AM-2025,P00335,PGM2025-22,True,3,More examples needed.
AM-2025,P00335,PGM2025-02,True,3,More time for Q&A please.
AM-2025,P00335,PGM2025-01,True,4,Useful benchmarks for my team.
AM-2025,P00088,PGM2025-19,True,4,Very practical.
AM-2025,P00088,PGM2025-04,True,3,More examples needed.
AM-2025,P00088,PGM2025-18,True,4,Great insights on policy.
AM-2025,P00088,PGM2025-11,True,4,Too salesy.
AM-2025,P00088,PGM2025-17,True,4,Loved the case study.
AM-2025,P00088,PGM2025-07,True,5,Loved the practical templates.
AM-2025,P00088,PGM2025-05,True,4,More examples needed.
AM-2025,P00088,PGM2025-03,True,5,More examples needed.
AM-2025,P00189,PGM2025-22,True,2,Would value a deeper dive next time.
AM-2025,P00189,PGM2025-01,True,5,Great insights on policy.
AM-2025,P00189,PGM2025-03,True,5,Strong speakers.
AM-2025,P00189,PGM2025-14,True,2,Good moderation.
AM-2025,P00189,PGM2025-02,True,4,Loved the case study.
AM-2025,P00189,PGM2025-21,True,5,Too salesy.
AM-2025,P00189,PGM2025-04,True,4,Loved the case study.
AM-2025,P00189,PGM2025-20,True,4,Very practical.
AM-2025,P00189,PGM2025-13,True,3,Useful benchmarks for my team.
AM-2025,P00360,PGM2025-04,True,5,Too salesy.
AM-2025,P00360,PGM2025-07,True,4,Great insights on policy.
AM-2025,P00360,PGM2025-21,True,4,Good moderation.
AM-2025,P00360,PGM2025-13,True,5,Speaker was excellent.
AM-2025,P00360,PGM2025-02,True,5,Excellent peer discussion.
AM-2025,P00360,PGM2025-03,True,5,Made me re-think our approach.
AM-2025,P00360,PGM2025-16,True,2,Good moderation.
AM-2025,P00360,PGM2025-12,True,3,Loved the case study.
AM-2025,P00286,PGM2025-01,True,3,Strong speakers.
AM-2025,P00286,PGM2025-13,True,4,Excellent peer discussion.
AM-2025,P00286,PGM2025-04,True,3,Good moderation.
AM-2025,P00286,PGM2025-08,True,4,Great insights on AI.
AM-2025,P00286,PGM2025-18,True,5,Strong speakers.
AM-2025,P00286,PGM2025-17,True,5,More examples needed.
AM-2025,P00286,PGM2025-12,True,2,Strong speakers.
AM-2025,P00286,PGM2025-15,True,5,Loved the case study.
AM-2025,P00068,PGM2025-13,True,5,More examples needed.
AM-2025,P00068,PGM2025-02,True,4,Loved the case study.
AM-2025,P00068,PGM2025-19,True,3,Good moderation.
AM-2025,P00068,PGM2025-22,True,3,Strong speakers.
AM-2025,P00068,PGM2025-03,True,5,More examples needed.
AM-2025,P00068,PGM2025-14,True,3,Useful benchmarks for my team.
AM-2025,P00068,PGM2025-05,True,4,More examples needed.
AM-2025,P00068,PGM2025-21,True,3,Speaker was excellent.
AM-2025,P00320,PGM2025-07,True,5,
AM-2025,P00320,PGM2025-08,True,4,Excellent peer discussion.
AM-2025,P00320,PGM2025-20,True,4,Loved the practical templates.
AM-2025,P00320,PGM2025-21,True,3,Excellent peer discussion.
AM-2025,P00320,PGM2025-01,True,2,Too salesy.
AM-2025,P00320,PGM2025-22,True,3,Good moderation.
AM-2025,P00320,PGM2025-06,True,5,More time for Q&A please.
AM-2025,P00320,PGM2025-05,True,3,Good moderation.
AM-2025,P00320,PGM2025-16,True,4,Great insights on AI.
AM-2025,P00280,PGM2025-01,True,5,More examples needed.
AM-2025,P00280,PGM2025-02,True,4,Good moderation.
AM-2025,P00280,PGM2025-07,True,4,Loved the case study.
AM-2025,P00280,PGM2025-11,True,5,More examples needed.
AM-2025,P00280,PGM2025-19,True,3,
AM-2025,P00280,PGM2025-05,True,4,Good moderation.
AM-2025,P00280,PGM2025-22,True,3,Too salesy.
AM-2025,P00280,PGM2025-21,True,4,Very practical.
AM-2025,P00280,PGM2025-16,True,4,Strong speakers.
AM-2025,P00280,PGM2025-09,True,4,More time for Q&A please.
AM-2024,P00250,PGM2024-11,True,5,More time for Q&A please.
AM-2024,P00250,PGM2024-15,True,3,Great insights on AI.
AM-2024,P00250,PGM2024-14,True,4,Too salesy.
AM-2024,P00250,PGM2024-21,True,4,Loved the case study.
AM-2024,P00250,PGM2024-04,True,5,Great insights on AI.
AM-2024,P00250,PGM2024-08,True,4,Good moderation.
AM-2024,P00250,PGM2024-03,True,5,Great insights on AI.
AM-2024,P00250,PGM2024-10,True,3,Great insights on AI.
AM-2024,P00250,PGM2024-05,True,2,Very practical.
AM-2024,P00250,PGM2024-13,True,3,Loved the practical templates.
AM-2025,P00075,PGM2025-10,True,2,Loved the case study.
AM-2025,P00075,PGM2025-07,True,4,Speaker was excellent.
AM-2025,P00075,PGM2025-02,True,2,Loved the case study.
AM-2025,P00075,PGM2025-13,True,4,Too salesy.
AM-2025,P00075,PGM2025-11,True,3,More examples needed.
AM-2025,P00075,PGM2025-09,True,4,Loved the case study.
AM-2025,P00075,PGM2025-14,True,3,More time for Q&A please.
AM-2025,P00075,PGM2025-12,True,4,Loved the case study.
AM-2025,P00042,PGM2025-19,True,3,Very practical.
AM-2025,P00042,PGM2025-12,True,3,
AM-2025,P00042,PGM2025-07,True,5,Good moderation.
AM-2025,P00042,PGM2025-16,True,4,Great insights on AI.
AM-2025,P00042,PGM2025-11,True,4,Excellent peer discussion.
AM-2025,P00042,PGM2025-14,True,2,Useful benchmarks for my team.
AM-2025,P00042,PGM2025-18,True,3,
AM-2025,P00042,PGM2025-21,True,5,More examples needed.
AM-2025,P00042,PGM2025-01,True,5,Made me re-think our approach.
AM-2025,P00042,PGM2025-09,True,4,More examples needed.
AM-2025,P00048,PGM2025-02,True,5,Too salesy.
AM-2025,P00048,PGM2025-20,True,5,Great insights on policy.
AM-2025,P00048,PGM2025-09,True,4,Loved the case study.
AM-2025,P00048,PGM2025-08,True,4,Good moderation.
AM-2025,P00048,PGM2025-07,True,4,Excellent peer discussion.
AM-2025,P00048,PGM2025-19,True,1,Great insights on AI.
AM-2025,P00297,PGM2025-14,True,4,Loved the practical templates.
AM-2025,P00297,PGM2025-11,True,4,Very practical.
AM-2025,P00297,PGM2025-01,True,3,Too salesy.
AM-2025,P00297,PGM2025-12,True,4,Great insights on AI.
AM-2025,P00297,PGM2025-22,True,1,Too salesy.
AM-2025,P00297,PGM2025-17,True,4,Great insights on AI.
AM-2025,P00297,PGM2025-16,True,2,More time for Q&A please.
AM-2025,P00297,PGM2025-06,True,4,More examples needed.
AM-2025,P00297,PGM2025-04,True,4,Very practical.
AM-2025,P00297,PGM2025-15,True,1,Useful benchmarks for my team.
AM-2024,P00013,PGM2024-16,True,4,Too salesy.
AM-2024,P00013,PGM2024-04,True,5,Loved the case study.
AM-2024,P00013,PGM2024-15,True,4,Good moderation.
AM-2024,P00013,PGM2024-13,True,4,More time for Q&A please.
AM-2024,P00013,PGM2024-18,True,3,Good moderation.
AM-2024,P00013,PGM2024-22,True,4,Loved the practical templates.
AM-2024,P00013,PGM2024-03,True,4,More examples needed.
AM-2024,P00013,PGM2024-02,True,3,Very practical.
AM-2024,P00013,PGM2024-12,True,5,Strong speakers.
AM-2025,P00276,PGM2025-12,True,3,
AM-2025,P00276,PGM2025-06,True,3,Very practical.
AM-2025,P00276,PGM2025-05,True,1,Made me re-think our approach.
AM-2025,P00276,PGM2025-09,True,4,Strong speakers.
AM-2025,P00276,PGM2025-11,True,4,Too salesy.
AM-2025,P00276,PGM2025-18,True,4,Great insights on policy.
AM-2025,P00276,PGM2025-17,True,4,Very practical.
AM-2024,P00153,PGM2024-19,True,4,Very practical.
AM-2024,P00153,PGM2024-08,True,5,More examples needed.
AM-2024,P00153,PGM2024-02,True,5,Good moderation.
AM-2024,P00153,PGM2024-16,True,4,Good moderation.
AM-2024,P00153,PGM2024-14,True,4,Made me re-think our approach.
AM-2024,P00153,PGM2024-07,True,5,Excellent peer discussion.
AM-2024,P00153,PGM2024-06,True,2,Strong speakers.
AM-2024,P00153,PGM2024-20,True,2,
AM-2024,P00153,PGM2024-21,True,4,Great insights on policy.
AM-2024,P00055,PGM2024-16,True,5,Great insights on AI.
AM-2024,P00055,PGM2024-01,True,5,Good moderation.
AM-2024,P00055,PGM2024-05,True,4,Loved the case study.
AM-2024,P00055,PGM2024-15,True,4,Very practical.
AM-2024,P00055,PGM2024-07,True,5,Loved the case study.
AM-2024,P00055,PGM2024-09,True,5,Would value a deeper dive next time.
AM-2024,P00055,PGM2024-18,True,3,Too salesy.
AM-2024,P00055,PGM2024-20,True,5,Made me re-think our approach.
AM-2024,P00055,PGM2024-11,True,5,More time for Q&A please.
AM-2025,P00199,PGM2025-04,True,3,Strong speakers.
AM-2025,P00199,PGM2025-05,True,4,Very practical.
AM-2025,P00199,PGM2025-20,True,4,Good moderation.
AM-2025,P00199,PGM2025-06,True,3,Good moderation.
AM-2025,P00199,PGM2025-14,True,4,Great insights on AI.
AM-2025,P00199,PGM2025-01,True,4,Too salesy.
AM-2025,P00199,PGM2025-02,True,5,Too salesy.
AM-2025,P00308,PGM2025-09,True,2,Excellent peer discussion.
AM-2025,P00308,PGM2025-11,True,4,Loved the case study.
AM-2025,P00308,PGM2025-03,True,4,Good moderation.
AM-2025,P00308,PGM2025-18,True,3,Very practical.
AM-2025,P00155,PGM2025-02,True,5,Excellent peer discussion.
AM-2025,P00155,PGM2025-20,True,5,Great insights on policy.
AM-2025,P00155,PGM2025-12,True,5,Loved the case study.
AM-2025,P00155,PGM2025-08,True,4,Would value a deeper dive next time.
AM-2025,P00155,PGM2025-05,True,4,Strong speakers.
AM-2025,P00155,PGM2025-03,True,4,Great insights on AI.
AM-2025,P00155,PGM2025-10,True,3,Strong speakers.
AM-2025,P00155,PGM2025-19,True,4,Too salesy.
AM-2025,P00155,PGM2025-15,True,5,Too salesy.
AM-2025,P00374,PGM2025-22,True,5,Too salesy.
AM-2025,P00374,PGM2025-18,True,5,Useful benchmarks for my team.
AM-2025,P00374,PGM2025-14,True,3,More examples needed.
AM-2025,P00374,PGM2025-09,True,4,Strong speakers.
AM-2025,P00374,PGM2025-15,True,5,Very practical.
AM-2025,P00374,PGM2025-20,True,5,Very practical.
AM-2025,P00374,PGM2025-08,True,4,Made me re-think our approach.
AM-2025,P00374,PGM2025-06,True,3,Speaker was excellent.
AM-2024,P00008,PGM2024-09,True,4,More examples needed.
AM-2024,P00008,PGM2024-05,True,5,Strong speakers.
AM-2024,P00008,PGM2024-11,True,5,More examples needed.
AM-2024,P00008,PGM2024-15,True,5,Loved the case study.
AM-2024,P00008,PGM2024-03,True,4,Useful benchmarks for my team.
AM-2024,P00008,PGM2024-20,True,4,Loved the case study.
AM-2024,P00008,PGM2024-21,True,4,Loved the case study.
AM-2024,P00008,PGM2024-08,True,5,Strong speakers.
AM-2024,P00008,PGM2024-18,True,4,Excellent peer discussion.
AM-2025,P00359,PGM2025-21,True,4,Great insights on AI.
AM-2025,P00359,PGM2025-18,True,5,Excellent peer discussion.
AM-2025,P00359,PGM2025-03,True,4,Loved the practical templates.
AM-2025,P00359,PGM2025-13,True,5,Great insights on policy.
AM-2024,P00212,PGM2024-08,True,5,Would value a deeper dive next time.
AM-2024,P00212,PGM2024-18,True,2,Very practical.
AM-2024,P00212,PGM2024-09,True,4,Loved the case study.
AM-2024,P00212,PGM2024-17,True,5,Great insights on AI.
