annual_meeting_id,contact_id,program_id,attended,rating,feedback_comment
AM-2024,P00315,PGM2024-16,True,2,More examples needed.
AM-2024,P00315,PGM2024-02,True,4,Loved the case study.
AM-2024,P00315,PGM2024-20,True,4,Loved the case study.
AM-2024,P00315,PGM2024-03,True,4,Too salesy.
AM-2025,P00302,PGM2025-08,True,4,Strong speakers.
AM-2025,P00302,PGM2025-21,True,3,More examples needed.
AM-2025,P00302,PGM2025-05,True,4,More examples needed.
AM-2025,P00302,PGM2025-14,True,5,Speaker was excellent.
AM-2025,P00302,PGM2025-04,True,4,Loved the case study.
AM-2025,P00302,PGM2025-20,True,4,Very practical.
AM-2025,P00302,PGM2025-18,True,5,Useful benchmarks for my team.
AM-2025,P00302,PGM2025-06,True,4,Too salesy.
AM-2025,P00009,PGM2025-19,True,5,Made me re-think our approach.
AM-2025,P00009,PGM2025-02,True,5,Too salesy.
AM-2025,P00009,PGM2025-11,True,5,Great insights on policy.
AM-2025,P00009,PGM2025-22,True,4,Loved the case study.
AM-2025,P00009,PGM2025-20,True,3,Great insights on AI.
AM-2025,P00009,PGM2025-13,True,4,More examples needed.
AM-2025,P00009,PGM2025-10,True,4,Strong speakers.
AM-2025,P00009,PGM2025-18,True,5,Strong speakers.
AM-2025,P00290,PGM2025-13,True,5,Made me re-think our approach.
AM-2025,P00290,PGM2025-20,True,5,More examples needed.
AM-2025,P00290,PGM2025-16,True,2,
AM-2025,P00290,PGM2025-05,True,5,Strong speakers.
AM-2025,P00290,PGM2025-11,True,3,More examples needed.
AM-2025,P00290,PGM2025-08,True,5,Good moderation.
AM-2025,P00290,PGM2025-04,True,5,Loved the practical templates.
AM-2025,P00031,PGM2025-07,True,5,Very practical.
AM-2025,P00031,PGM2025-19,True,3,Too salesy.
AM-2025,P00031,PGM2025-15,True,5,Would value a deeper dive next time.
AM-2025,P00031,PGM2025-11,True,4,Loved the practical templates.
AM-2025,P00031,PGM2025-01,True,4,Very practical.
AM-2025,P00031,PGM2025-03,True,5,Great insights on AI.
AM-2025,P00363,PGM2025-09,True,3,Strong speakers.
AM-2025,P00363,PGM2025-19,True,3,Good moderation.
AM-2025,P00363,PGM2025-11,True,5,Excellent peer discussion.
AM-2025,P00363,PGM2025-17,True,3,More examples needed.
AM-2025,P00363,PGM2025-05,True,3,Great insights on AI.
AM-2024,P00065,PGM2024-10,True,4,Loved the practical templates.
AM-2024,P00065,PGM2024-13,True,5,Great insights on AI.
AM-2024,P00065,PGM2024-12,True,3,Good moderation.
AM-2024,P00065,PGM2024-01,True,4,Great insights on AI.
AM-2024,P00065,PGM2024-08,True,4,Great insights on AI.
AM-2024,P00065,PGM2024-16,True,3,Too salesy.
AM-2024,P00065,PGM2024-19,True,4,Speaker was excellent.
AM-2024,P00065,PGM2024-18,True,5,Very practical.
AM-2025,P00293,PGM2025-07,True,2,Good moderation.
AM-2025,P00293,PGM2025-21,True,5,Strong speakers.
AM-2025,P00293,PGM2025-11,True,2,Great insights on AI.
AM-2025,P00293,PGM2025-02,True,4,Strong speakers.
AM-2025,P00293,PGM2025-10,True,5,Excellent peer discussion.
AM-2025,P00293,PGM2025-09,True,5,Good moderation.
AM-2025,P00293,PGM2025-13,True,5,Useful benchmarks for my team.
AM-2024,P00372,PGM2024-19,True,4,More examples needed.
AM-2024,P00372,PGM2024-06,True,5,Made me re-think our approach.
AM-2024,P00372,PGM2024-13,True,4,Loved the case study.
AM-2024,P00372,PGM2024-05,True,5,Great insights on AI.
AM-2024,P00372,PGM2024-12,True,4,Strong speakers.
AM-2024,P00372,PGM2024-08,True,5,Good moderation.
AM-2025,P00247,PGM2025-17,True,5,Useful benchmarks for my team.
AM-2025,P00247,PGM2025-03,True,5,More examples needed.
AM-2025,P00247,PGM2025-01,True,5,Very practical.
AM-2025,P00247,PGM2025-20,True,3,Too salesy.
AM-2025,P00247,PGM2025-04,True,4,Great insights on AI.
AM-2025,P00247,PGM2025-14,True,5,
AM-2025,P00247,PGM2025-10,True,3,More examples needed.
AM-2025,P00247,PGM2025-08,True,4,Excellent peer discussion.
AM-2025,P00247,PGM2025-21,True,5,Great insights on AI.
AM-2024,P00183,PGM2024-05,True,5,Excellent peer discussion.
AM-2024,P00183,PGM2024-01,True,3,Good moderation.
AM-2024,P00183,PGM2024-10,True,4,Strong speakers.
AM-2024,P00183,PGM2024-22,True,5,Would value a deeper dive next time.
AM-2024,P00183,PGM2024-06,True,4,Excellent peer discussion.
AM-2024,P00183,PGM2024-19,True,3,Strong speakers.
AM-2024,P00183,PGM2024-02,True,5,Too salesy.
AM-2024,P00183,PGM2024-13,True,5,Too salesy.
AM-2024,P00057,PGM2024-10,True,5,Good moderation.
AM-2024,P00057,PGM2024-03,True,4,Too salesy.
AM-2024,P00057,PGM2024-20,True,3,Very practical.
AM-2024,P00057,PGM2024-12,True,5,More examples needed.
AM-2025,P00215,PGM2025-08,True,3,Strong speakers.
AM-2025,P00215,PGM2025-07,True,4,Made me re-think our approach.
AM-2025,P00215,PGM2025-14,True,4,Great insights on AI.
AM-2025,P00215,PGM2025-19,True,2,Very practical.
AM-2025,P00215,PGM2025-15,True,5,Speaker was excellent.
AM-2025,P00215,PGM2025-16,True,3,More examples needed.
AM-2025,P00035,PGM2025-14,True,4,
AM-2025,P00035,PGM2025-12,True,2,Would value a deeper dive next time.
AM-2025,P00035,PGM2025-21,True,4,Too salesy.
AM-2025,P00035,PGM2025-05,True,2,Loved the case study.
AM-2025,P00035,PGM2025-18,True,4,Strong speakers.
AM-2025,P00035,PGM2025-13,True,3,Too salesy.
AM-2025,P00002,PGM2025-01,True,5,Made me re-think our approach.
AM-2025,P00002,PGM2025-05,True,4,Too salesy.
AM-2025,P00002,PGM2025-02,True,2,Great insights on AI.
AM-2025,P00002,PGM2025-10,True,4,Speaker was excellent.
AM-2025,P00002,PGM2025-15,True,5,Loved the practical templates.
AM-2025,P00002,PGM2025-19,True,5,Good moderation.
AM-2025,P00002,PGM2025-22,True,5,Great insights on AI.
AM-2025,P00002,PGM2025-12,True,5,Loved the case study.
AM-2025,P00002,PGM2025-06,True,3,Useful benchmarks for my team.
AM-2025,P00002,PGM2025-13,True,5,More examples needed.
AM-2025,P00373,PGM2025-11,True,5,More examples needed.
AM-2025,P00373,PGM2025-16,True,1,More examples needed.
AM-2025,P00373,PGM2025-19,True,5,
AM-2025,P00373,PGM2025-21,True,4,More time for Q&A please.
AM-2025,P00373,PGM2025-20,True,4,More examples needed.
AM-2025,P00373,PGM2025-22,True,2,Too salesy.
AM-2025,P00373,PGM2025-07,True,4,More examples needed.
AM-2025,P00014,PGM2025-19,True,4,More examples needed.
AM-2025,P00014,PGM2025-02,True,3,Made me re-think our approach.
AM-2025,P00014,PGM2025-18,True,3,Great insights on AI.
AM-2025,P00014,PGM2025-10,True,4,More examples needed.
AM-2025,P00014,PGM2025-17,True,5,Good moderation.
AM-2025,P00014,PGM2025-03,True,4,Useful benchmarks for my team.
AM-2025,P00014,PGM2025-07,True,4,Very practical.
AM-2025,P00014,PGM2025-06,True,3,Loved the case study.
AM-2025,P00011,PGM2025-07,True,4,Too salesy.
AM-2025,P00011,PGM2025-20,True,5,Great insights on AI.
AM-2025,P00011,PGM2025-16,True,4,Great insights on AI.
AM-2025,P00011,PGM2025-15,True,4,More examples needed.
AM-2025,P00011,PGM2025-17,True,3,Great insights on AI.
AM-2025,P00175,PGM2025-08,True,4,Very practical.
AM-2025,P00175,PGM2025-06,True,4,Too salesy.
AM-2025,P00175,PGM2025-22,True,4,Great insights on AI.
AM-2025,P00175,PGM2025-02,True,3,Good moderation.
AM-2025,P00175,PGM2025-13,True,5,Great insights on policy.
AM-2025,P00175,PGM2025-11,True,2,Strong speakers.
AM-2025,P00175,PGM2025-10,True,5,Very practical.
AM-2025,P00175,PGM2025-16,True,3,Useful benchmarks for my team.
AM-2025,P00175,PGM2025-17,True,4,Strong speakers.
AM-2025,P00384,PGM2025-17,True,4,More examples needed.
AM-2025,P00384,PGM2025-03,True,5,Great insights on AI.
AM-2025,P00384,PGM2025-21,True,3,More examples needed.
AM-2025,P00384,PGM2025-08,True,5,More examples needed.
AM-2025,P00109,PGM2025-08,True,4,More examples needed.
AM-2025,P00109,PGM2025-12,True,5,Very practical.
AM-2025,P00109,PGM2025-14,True,4,Useful benchmarks for my team.
AM-2025,P00109,PGM2025-10,True,5,Excellent peer discussion.
AM-2025,P00109,PGM2025-21,True,4,Speaker was excellent.
AM-2025,P00109,PGM2025-11,True,4,Loved the case study.
AM-2025,P00109,PGM2025-05,True,5,Loved the case study.
AM-2024,P00040,PGM2024-18,True,4,Loved the case study.
AM-2024,P00040,PGM2024-10,True,3,Loved the case study.
AM-2024,P00040,PGM2024-05,True,5,Great insights on AI.
AM-2024,P00040,PGM2024-13,True,5,Excellent peer discussion.
AM-2024,P00040,PGM2024-16,True,4,Made me re-think our approach.
AM-2024,P00040,PGM2024-08,True,5,Too salesy.
AM-2024,P00040,PGM2024-09,True,3,Good moderation.
AM-2024,P00040,PGM2024-02,True,5,Strong speakers.
AM-2024,P00040,PGM2024-14,True,4,Excellent peer discussion.
AM-2025,P00110,PGM2025-18,True,3,Good moderation.
AM-2025,P00110,PGM2025-02,True,5,Too salesy.
AM-2025,P00110,PGM2025-11,True,4,Very practical.
AM-2025,P00110,PGM2025-09,True,5,More examples needed.
AM-2025,P00405,PGM2025-02,True,3,Loved the case study.
AM-2025,P00405,PGM2025-19,True,4,More examples needed.
AM-2025,P00405,PGM2025-03,True,3,More time for Q&A please.
AM-2025,P00405,PGM2025-18,True,5,Loved the case study.
AM-2025,P00405,PGM2025-14,True,5,More examples needed.
AM-2025,P00270,PGM2025-19,True,4,Good moderation.
AM-2025,P00270,PGM2025-14,True,4,More time for Q&A please.
AM-2025,P00270,PGM2025-12,True,5,More examples needed.
AM-2025,P00270,PGM2025-08,True,4,Good moderation.
AM-2025,P00270,PGM2025-21,True,5,Made me re-think our approach.
AM-2025,P00270,PGM2025-06,True,5,Great insights on AI.
AM-2025,P00270,PGM2025-01,True,4,Very practical.
AM-2025,P00270,PGM2025-18,True,3,Strong speakers.
AM-2025,P00267,PGM2025-09,True,5,Loved the case study.
AM-2025,P00267,PGM2025-04,True,1,Made me re-think our approach.
AM-2025,P00267,PGM2025-02,True,4,Great insights on AI.
AM-2025,P00267,PGM2025-10,True,3,Strong speakers.
AM-2025,P00267,PGM2025-11,True,5,
AM-2025,P00327,PGM2025-03,True,4,Strong speakers.
AM-2025,P00327,PGM2025-21,True,4,Excellent peer discussion.
AM-2025,P00327,PGM2025-11,True,3,More examples needed.
AM-2025,P00327,PGM2025-12,True,3,Good moderation.
AM-2025,P00327,PGM2025-18,True,4,Great insights on AI.
AM-2025,P00327,PGM2025-05,True,2,More time for Q&A please.
AM-2025,P00281,PGM2025-02,True,4,Would value a deeper dive next time.
AM-2025,P00281,PGM2025-11,True,4,Would value a deeper dive next time.
AM-2025,P00281,PGM2025-22,True,5,
AM-2025,P00281,PGM2025-03,True,2,More examples needed.
AM-2025,P00281,PGM2025-09,True,3,More examples needed.
AM-2025,P00197,PGM2025-02,True,5,Strong speakers.
AM-2025,P00197,PGM2025-03,True,5,More examples needed.
AM-2025,P00197,PGM2025-12,True,5,Good moderation.
AM-2025,P00197,PGM2025-22,True,2,Loved the case study.
AM-2025,P00197,PGM2025-15,True,5,Too salesy.
AM-2025,P00197,PGM2025-11,True,4,Too salesy.
AM-2025,P00197,PGM2025-16,True,2,Too salesy.
AM-2025,P00197,PGM2025-07,True,4,More examples needed.
AM-2025,P00197,PGM2025-14,True,4,More examples needed.
AM-2025,P00054,PGM2025-03,True,5,Very practical.
AM-2025,P00054,PGM2025-12,True,2,Strong speakers.
AM-2025,P00054,PGM2025-07,True,4,Would value a deeper dive next time.
AM-2025,P00054,PGM2025-21,True,4,Good moderation.
AM-2025,P00054,PGM2025-16,True,4,Good moderation.
AM-2025,P00190,PGM2025-08,True,5,Strong speakers.
AM-2025,P00190,PGM2025-04,True,2,Too salesy.
AM-2025,P00190,PGM2025-20,True,5,Strong speakers.
AM-2025,P00190,PGM2025-16,True,5,More examples needed.
AM-2025,P00190,PGM2025-07,True,4,Great insights on AI.
AM-2025,P00190,PGM2025-22,True,4,Very practical.
AM-2025,P00190,PGM2025-17,True,5,Great insights on AI.
AM-2025,P00190,PGM2025-19,True,2,Great insights on AI.
AM-2025,P00190,PGM2025-21,True,3,
AM-2025,P00190,PGM2025-09,True,5,More examples needed.
AM-2024,P00136,PGM2024-07,True,3,Great insights on AI.
AM-2024,P00136,PGM2024-10,True,4,Strong speakers.
AM-2024,P00136,PGM2024-17,True,5,Great insights on AI.
AM-2024,P00136,PGM2024-16,True,5,Strong speakers.
AM-2024,P00136,PGM2024-02,True,5,Strong speakers.
AM-2024,P00136,PGM2024-22,True,3,Good moderation.
AM-2024,P00136,PGM2024-13,True,5,Great insights on policy.
AM-2024,P00136,PGM2024-19,True,4,Very practical.
AM-2025,P00038,PGM2025-12,True,5,Great insights on AI.
AM-2025,P00038,PGM2025-03,True,5,More examples needed.
AM-2025,P00038,PGM2025-18,True,5,More time for Q&A please.
AM-2025,P00038,PGM2025-21,True,4,Good moderation.
AM-2025,P00038,PGM2025-04,True,4,Too salesy.
AM-2025,P00038,PGM2025-20,True,2,Very practical.
AM-2025,P00038,PGM2025-16,True,5,Loved the case study.
AM-2025,P00087,PGM2025-19,True,4,Excellent peer discussion.
AM-2025,P00087,PGM2025-03,True,1,Very practical.
AM-2025,P00087,PGM2025-15,True,4,Very practical.
AM-2025,P00087,PGM2025-04,True,4,Great insights on AI.
AM-2025,P00087,PGM2025-09,True,3,
AM-2025,P00087,PGM2025-20,True,5,
AM-2025,P00087,PGM2025-02,True,4,Speaker was excellent.
AM-2025,P00087,PGM2025-18,True,2,Loved the case study.
AM-2025,P00087,PGM2025-11,True,5,Good moderation.
AM-2025,P00087,PGM2025-10,True,4,Excellent peer discussion.
AM-2025,P00323,PGM2025-07,True,1,More examples needed.
AM-2025,P00323,PGM2025-20,True,5,Very practical.
AM-2025,P00323,PGM2025-19,True,4,Great insights on policy.
AM-2025,P00323,PGM2025-02,True,4,Speaker was excellent.
AM-2025,P00323,PGM2025-03,True,4,Made me re-think our approach.
AM-2025,P00323,PGM2025-11,True,2,More time for Q&A please.
AM-2025,P00323,PGM2025-06,True,2,Loved the case study.
AM-2025,P00323,PGM2025-17,True,5,Too salesy.
AM-2025,P00323,PGM2025-15,True,3,Great insights on AI.
AM-2025,P00159,PGM2025-15,True,4,Loved the practical templates.
AM-2025,P00159,PGM2025-17,True,3,Excellent peer discussion.
AM-2025,P00159,PGM2025-01,True,3,Loved the practical templates.
AM-2025,P00159,PGM2025-21,True,4,Made me re-think our approach.
AM-2025,P00159,PGM2025-09,True,5,More examples needed.
AM-2025,P00159,PGM2025-12,True,4,Excellent peer discussion.
AM-2025,P00173,PGM2025-06,True,4,Great insights on AI.
AM-2025,P00173,PGM2025-04,True,3,Great insights on policy.
AM-2025,P00173,PGM2025-17,True,3,Good moderation.
AM-2025,P00173,PGM2025-11,True,4,Loved the case study.
AM-2025,P00173,PGM2025-03,True,4,Speaker was excellent.
AM-2025,P00173,PGM2025-18,True,5,Too salesy.
AM-2025,P00173,PGM2025-05,True,4,More examples needed.
AM-2025,P00186,PGM2025-17,True,4,
AM-2025,P00186,PGM2025-16,True,4,Strong speakers.
AM-2025,P00186,PGM2025-05,True,5,Speaker was excellent.
AM-2025,P00186,PGM2025-13,True,4,Loved the practical templates.
AM-2025,P00069,PGM2025-07,True,4,Too salesy.
AM-2025,P00069,PGM2025-17,True,4,Very practical.
AM-2025,P00069,PGM2025-05,True,4,Excellent peer discussion.
AM-2025,P00069,PGM2025-06,True,5,More examples needed.
AM-2025,P00069,PGM2025-10,True,4,Loved the case study.
AM-2025,P00069,PGM2025-22,True,4,Useful benchmarks for my team.
AM-2024,P00094,PGM2024-12,True,5,Strong speakers.
AM-2024,P00094,PGM2024-10,True,3,More time for Q&A please.
AM-2024,P00094,PGM2024-21,True,3,
AM-2024,P00094,PGM2024-05,True,5,Good moderation.
AM-2024,P00094,PGM2024-14,True,4,Loved the practical templates.
AM-2024,P00094,PGM2024-17,True,4,Strong speakers.
AM-2024,P00094,PGM2024-09,True,4,Too salesy.
AM-2024,P00094,PGM2024-20,True,4,More examples needed.
AM-2024,P00094,PGM2024-01,True,3,More time for Q&A please.
AM-2025,P00066,PGM2025-18,True,4,Great insights on AI.
AM-2025,P00066,PGM2025-10,True,5,Made me re-think our approach.
AM-2025,P00066,PGM2025-04,True,3,More examples needed.
AM-2025,P00066,PGM2025-13,True,5,
AM-2025,P00066,PGM2025-22,True,2,Very practical.
AM-2025,P00066,PGM2025-20,True,5,More time for Q&A please.
AM-2025,P00318,PGM2025-03,True,2,Very practical.
AM-2025,P00318,PGM2025-10,True,5,More examples needed.
AM-2025,P00318,PGM2025-18,True,5,Excellent peer discussion.
AM-2025,P00318,PGM2025-04,True,4,Made me re-think our approach.
AM-2025,P00318,PGM2025-11,True,4,More examples needed.
AM-2025,P00318,PGM2025-13,True,3,Good moderation.
AM-2025,P00318,PGM2025-14,True,3,Loved the case study.
AM-2025,P00172,PGM2025-12,True,4,Great insights on policy.
AM-2025,P00172,PGM2025-20,True,5,Strong speakers.
AM-2025,P00172,PGM2025-11,True,5,Loved the practical templates.
AM-2025,P00172,PGM2025-02,True,5,Loved the case study.
AM-2025,P00172,PGM2025-01,True,5,Would value a deeper dive next time.
AM-2025,P00172,PGM2025-10,True,2,Too salesy.
AM-2025,P00172,PGM2025-19,True,2,Useful benchmarks for my team.
AM-2025,P00172,PGM2025-21,True,1,Would value a deeper dive next time.
AM-2025,P00172,PGM2025-15,True,4,Strong speakers.
AM-2025,P00172,PGM2025-13,True,4,Good moderation.
AM-2025,P00049,PGM2025-14,True,5,Strong speakers.
AM-2025,P00049,PGM2025-16,True,5,Great insights on AI.
AM-2025,P00049,PGM2025-20,True,4,Good moderation.
AM-2025,P00049,PGM2025-17,True,5,Strong speakers.
AM-2025,P00049,PGM2025-15,True,5,Very practical.
AM-2025,P00049,PGM2025-02,True,5,Loved the case study.
AM-2025,P00224,PGM2025-02,True,5,More examples needed.
AM-2025,P00224,PGM2025-08,True,2,Loved the practical templates.
AM-2025,P00224,PGM2025-22,True,5,More examples needed.
AM-2025,P00224,PGM2025-14,True,4,
AM-2025,P00224,PGM2025-04,True,5,Great insights on AI.
AM-2025,P00224,PGM2025-05,True,4,Loved the case study.
AM-2025,P00224,PGM2025-12,True,5,Loved the case study.
AM-2025,P00224,PGM2025-03,True,4,Loved the practical templates.
AM-2025,P00252,PGM2025-20,True,3,Great insights on AI.
AM-2025,P00252,PGM2025-03,True,5,Loved the practical templates.
AM-2025,P00252,PGM2025-19,True,3,Excellent peer discussion.
AM-2025,P00252,PGM2025-02,True,2,Speaker was excellent.
AM-2025,P00252,PGM2025-04,True,3,Strong speakers.
AM-2025,P00252,PGM2025-12,True,3,Great insights on AI.
AM-2025,P00252,PGM2025-07,True,4,Loved the case study.
AM-2025,P00252,PGM2025-13,True,4,More examples needed.
AM-2025,P00252,PGM2025-15,True,2,Useful benchmarks for my team.
AM-2025,P00241,PGM2025-12,True,4,Loved the case study.
AM-2025,P00241,PGM2025-14,True,5,Great insights on AI.
AM-2025,P00241,PGM2025-05,True,2,Loved the case study.
AM-2025,P00241,PGM2025-22,True,4,Great insights on policy.
AM-2025,P00241,PGM2025-03,True,5,Too salesy.
AM-2025,P00241,PGM2025-06,True,3,Great insights on policy.
AM-2025,P00241,PGM2025-15,True,1,Very practical.
AM-2025,P00241,PGM2025-18,True,4,More examples needed.
AM-2025,P00193,PGM2025-04,True,4,More time for Q&A please.
AM-2025,P00193,PGM2025-05,True,4,Good moderation.
AM-2025,P00193,PGM2025-17,True,1,Great insights on AI.
AM-2025,P00193,PGM2025-07,True,4,More examples needed.
AM-2025,P00193,PGM2025-19,True,4,Good moderation.
AM-2025,P00193,PGM2025-20,True,5,Very practical.
AM-2025,P00193,PGM2025-13,True,5,Too salesy.
AM-2025,P00193,PGM2025-10,True,4,More examples needed.
AM-2025,P00193,PGM2025-16,True,5,Great insights on policy.
AM-2025,P00129,PGM2025-16,True,4,Strong speakers.
AM-2025,P00129,PGM2025-17,True,5,More examples needed.
AM-2025,P00129,PGM2025-21,True,5,Great insights on AI.
AM-2025,P00129,PGM2025-14,True,2,Great insights on AI.
AM-2025,P00129,PGM2025-01,True,4,Useful benchmarks for my team.
AM-2025,P00129,PGM2025-04,True,5,More examples needed.
AM-2025,P00129,PGM2025-15,True,5,More time for Q&A please.
AM-2025,P00129,PGM2025-12,True,4,More examples needed.
AM-2024,P00290,PGM2024-11,True,5,Loved the case study.
AM-2024,P00290,PGM2024-07,True,1,Loved the case study.
AM-2024,P00290,PGM2024-22,True,5,Very practical.
AM-2024,P00290,PGM2024-05,True,4,Too salesy.
AM-2024,P00290,PGM2024-03,True,5,Good moderation.
AM-2024,P00290,PGM2024-09,True,5,More time for Q&A please.
AM-2024,P00290,PGM2024-20,True,2,Good moderation.
AM-2024,P00290,PGM2024-06,True,4,
AM-2024,P00290,PGM2024-17,True,4,Great insights on AI.
AM-2024,P00290,PGM2024-13,True,3,Speaker was excellent.
AM-2024,P00170,PGM2024-02,True,2,Would value a deeper dive next time.
AM-2024,P00170,PGM2024-20,True,5,Made me re-think our approach.
AM-2024,P00170,PGM2024-22,True,3,Too salesy.
AM-2024,P00170,PGM2024-09,True,4,
AM-2024,P00170,PGM2024-14,True,2,Too salesy.
AM-2024,P00170,PGM2024-06,True,4,More examples needed.
AM-2024,P00170,PGM2024-10,True,3,Too salesy.
